Student Country,Type of Answer,Question Level,Topic,Subtopic
Italy,1,Advanced,Linear Algebra,Vector Spaces
Italy,0,Advanced,Linear Algebra,Vector Spaces
Italy,0,Advanced,Linear Algebra,Vector Spaces
Italy,1,Advanced,Linear Algebra,Vector Spaces
Italy,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Ireland,1,Advanced,Linear Algebra,Vector Spaces
Ireland,1,Advanced,Linear Algebra,Vector Spaces
Ireland,0,Advanced,Linear Algebra,Vector Spaces
Ireland,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Romania,0,Advanced,Linear Algebra,Vector Spaces
Romania,0,Advanced,Linear Algebra,Vector Spaces
Romania,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Italy,1,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Italy,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Basic,Linear Algebra,Linear Transformations
Lithuania,1,Basic,Linear Algebra,Linear Transformations
Lithuania,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Romania,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Lithuania,1,Basic,Linear Algebra,Linear Transformations
Lithuania,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Lithuania,0,Basic,Linear Algebra,Linear Transformations
Lithuania,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Lithuania,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Ireland,1,Advanced,Linear Algebra,Vector Spaces
Ireland,1,Advanced,Linear Algebra,Vector Spaces
Ireland,1,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,1,Advanced,Linear Algebra,Vector Spaces
Lithuania,1,Advanced,Linear Algebra,Vector Spaces
Italy,0,Advanced,Linear Algebra,Vector Spaces
Romania,0,Advanced,Linear Algebra,Vector Spaces
Romania,1,Advanced,Linear Algebra,Vector Spaces
Romania,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Slovenia,1,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,1,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Italy,1,Advanced,Linear Algebra,Vector Spaces
Italy,1,Advanced,Linear Algebra,Vector Spaces
Italy,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Italy,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Ireland,1,Advanced,Linear Algebra,Vector Spaces
Ireland,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,1,Advanced,Linear Algebra,Vector Spaces
Lithuania,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Romania,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Slovenia,1,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Italy,0,Advanced,Linear Algebra,Vector Spaces
Italy,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Lithuania,1,Advanced,Linear Algebra,Vector Spaces
Lithuania,1,Advanced,Linear Algebra,Vector Spaces
Italy,1,Advanced,Linear Algebra,Vector Spaces
Romania,1,Advanced,Linear Algebra,Vector Spaces
Romania,0,Advanced,Linear Algebra,Vector Spaces
Romania,1,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Italy,1,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Italy,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Ireland,1,Advanced,Linear Algebra,Vector Spaces
Ireland,1,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,1,Advanced,Linear Algebra,Vector Spaces
Romania,1,Advanced,Linear Algebra,Vector Spaces
Romania,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Slovenia,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,1,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Italy,1,Advanced,Linear Algebra,Vector Spaces
Italy,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Italy,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Lithuania,1,Basic,Linear Algebra,Vector Spaces
Lithuania,1,Basic,Linear Algebra,Vector Spaces
Lithuania,1,Basic,Linear Algebra,Vector Spaces
Lithuania,0,Basic,Linear Algebra,Vector Spaces
Lithuania,1,Basic,Linear Algebra,Vector Spaces
Lithuania,0,Basic,Linear Algebra,Vector Spaces
Lithuania,0,Basic,Linear Algebra,Vector Spaces
Lithuania,1,Basic,Linear Algebra,Vector Spaces
Lithuania,1,Basic,Linear Algebra,Vector Spaces
Italy,1,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Lithuania,0,Basic,Linear Algebra,Vector Spaces
Lithuania,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,0,Basic,Linear Algebra,Vector Spaces
Slovenia,0,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,0,Basic,Linear Algebra,Vector Spaces
Slovenia,0,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,0,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,0,Basic,Linear Algebra,Vector Spaces
Slovenia,0,Basic,Linear Algebra,Vector Spaces
Slovenia,0,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Lithuania,0,Basic,Linear Algebra,Vector Spaces
Lithuania,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,1,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Ireland,0,Advanced,Linear Algebra,Vector Spaces
Ireland,1,Advanced,Linear Algebra,Vector Spaces
Lithuania,1,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Romania,0,Advanced,Linear Algebra,Vector Spaces
Romania,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Slovenia,1,Advanced,Linear Algebra,Vector Spaces
Italy,1,Advanced,Linear Algebra,Vector Spaces
Italy,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Lithuania,0,Advanced,Linear Algebra,Vector Spaces
Italy,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Advanced,Linear Algebra,Vector Spaces
Portugal,1,Advanced,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Lithuania,1,Basic,Linear Algebra,Vector Spaces
Lithuania,1,Basic,Linear Algebra,Vector Spaces
Lithuania,0,Basic,Linear Algebra,Vector Spaces
Lithuania,0,Basic,Linear Algebra,Vector Spaces
Lithuania,1,Basic,Linear Algebra,Vector Spaces
Lithuania,0,Basic,Linear Algebra,Vector Spaces
Lithuania,0,Basic,Linear Algebra,Vector Spaces
Lithuania,0,Basic,Linear Algebra,Vector Spaces
Lithuania,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Lithuania,1,Basic,Linear Algebra,Vector Spaces
Lithuania,0,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,0,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,0,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,0,Basic,Linear Algebra,Vector Spaces
Slovenia,0,Basic,Linear Algebra,Vector Spaces
Slovenia,0,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,0,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,0,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Slovenia,1,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Portugal,0,Basic,Linear Algebra,Vector Spaces
Portugal,1,Basic,Linear Algebra,Vector Spaces
Lithuania,1,Basic,Linear Algebra,Vector Spaces
Lithuania,0,Basic,Linear Algebra,Vector Spaces
Lithuania,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,1,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
Italy,0,Basic,Linear Algebra,Vector Spaces
