MT_196,MT_279,MT_362,MT_208,MT_228,MT_194,MT_220,MT_241,MT_163,MT_216,MT_276,MT_161,MT_191,MT_323,MT_213,MT_218,MT_328,MT_166,MT_314,MT_229,day_of_week,month,day_of_year,total_load
2474041.666666667,1290888.3333333335,0.0,716445.3781512604,628947.3684210526,348228.81355932204,315227.8481012658,256604.93827160494,232115.20737327184,248634.55149501664,200724.45544554444,210669.75308641983,209323.74100719424,192448.0487804878,122138.82863340565,131400.7561436673,141644.44444444444,134692.41758241755,119067.41573033703,105959.81452859347,3,9,265,12051167.866037387
2278500.0,1309251.6666666665,0.0,726991.5966386555,628210.5263157894,343059.3220338983,283759.49367088603,259148.14814814818,237165.89861751153,250192.6910299003,220833.16831683155,205820.98765432098,208798.56115107914,192699.75609756095,131429.50108459868,128926.27599243858,136844.4444444444,134623.07692307688,124387.64044943822,105285.93508500775,4,9,266,11890357.963451397
2350833.333333333,1328705.0,0.0,737957.9831932774,627473.6842105263,354453.38983050844,288506.32911392406,254901.2345679012,261705.06912442402,251308.97009966776,218651.08910891076,201861.1111111111,206683.45323741005,186975.6097560976,134579.17570498915,132206.0491493384,140022.2222222222,135402.74725274724,130943.82022471915,106746.52241112827,5,9,267,12116361.60440664
2307916.666666667,1329172.5,0.0,745529.411764706,633631.5789473684,362728.8135593221,279708.86075949366,256123.45679012343,275559.9078341014,248495.0166112957,218932.07920792067,196996.91358024694,207330.93525179857,193557.80487804877,136355.7483731019,129368.62003780718,138570.37037037036,132970.6593406594,128882.02247191015,106840.80370942809,6,9,268,12132859.111691168
2529125.0,1365489.9999999995,0.0,734689.075630252,659842.1052631579,342834.7457627119,326303.7974683544,264395.06172839506,249592.16589861747,258524.91694352156,209923.6633663365,204373.45679012343,215050.3597122302,185674.512195122,130652.92841648585,136771.2665406427,143622.2222222222,136989.34065934064,131438.20224719102,107384.85316846987,0,9,269,12401500.264036933
2475833.333333333,1342009.1666666667,0.0,746571.4285714288,642684.2105263157,338529.66101694916,351898.73417721514,272950.6172839506,245232.7188940092,254687.70764119603,220100.89108910877,203104.93827160494,206848.9208633093,194656.58536585365,125570.49891540127,135468.809073724,145429.62962962955,138189.2307692308,132241.57303370791,110411.12828438952,1,9,270,12358191.637964405
2391333.333333333,1382531.6666666665,0.0,775126.0504201681,657315.7894736842,321105.93220338976,316544.3037974684,271419.7530864197,239062.21198156683,249880.39867109634,216316.93069306918,211376.54320987655,212913.66906474813,181653.0487804879,136286.3340563991,135107.7504725898,147599.99999999994,137876.48351648354,131483.14606741577,110020.09273570325,2,9,271,12350804.562904092
2550083.333333334,1360341.6666666663,0.0,779504.2016806722,650684.2105263158,344254.23728813557,333075.9493670886,279135.8024691358,237211.98156682026,245644.51827242522,220953.76237623754,209021.60493827157,211482.01438848922,192255.48780487804,139266.81127982645,138209.82986767485,142518.51851851848,137126.59340659337,135219.1011235956,106455.95054095832,3,9,272,12550894.696891505
2593791.666666667,1388835.8333333335,0.0,796731.0924369748,667210.5263157896,343372.8813559322,335139.2405063291,300654.3209876543,233571.42857142855,255212.62458471762,219577.6237623761,210456.79012345677,212971.22302158273,196141.58536585362,139954.4468546638,137538.75236294896,144540.74074074073,144737.91208791206,133140.4494382023,110256.56877897994,4,9,273,12769712.89582275
2709250.0,1422467.4999999998,0.0,844319.3277310925,662578.947368421,371194.9152542373,322696.2025316456,303432.0987654321,271698.1566820277,266162.7906976744,226979.50495049497,206404.32098765438,216827.3381294964,194440.73170731709,147793.92624728853,138378.07183364837,151651.85185185185,143565.60439560443,138196.6292134832,111545.59505409586,5,10,274,13251830.302293662
2482875.0,1418546.6666666665,0.0,822016.8067226887,649631.5789473684,360084.74576271186,291797.4683544303,298209.8765432099,272110.59907834104,267863.7873754153,230236.63366336626,194694.44444444444,214474.82014388486,195980.60975609758,141845.98698481562,137599.2438563327,147681.4814814814,144412.6373626374,127882.02247191011,109683.15301391036,6,10,275,12805342.703913566
2637000.0,1377468.3333333328,0.0,762000.0000000001,658105.2631578946,349580.5084745763,336075.9493670886,265345.6790123457,249900.92165898616,260099.66777408638,215996.5346534652,203589.50617283946,210172.6618705036,195797.68292682923,138069.41431670284,137765.595463138,142444.44444444444,135814.61538461543,131713.4831460675,110370.942812983,0,10,276,12674024.358998692
2579333.333333333,1413750.833333333,0.0,809983.1932773109,690368.4210526316,350449.1525423729,335253.16455696203,262296.2962962963,235824.88479262678,261033.2225913621,216159.20792079196,210021.6049382716,212719.42446043168,188631.95121951218,142724.51193058566,148461.24763705104,151555.5555555555,134734.39560439563,130606.7415730338,111554.86862442039,1,10,277,12818052.849426232
2617625.0,1397367.4999999995,0.0,844529.4117647059,658578.9473684211,354766.9491525424,292632.91139240505,261320.98765432098,290336.4055299539,273674.4186046511,224211.78217821772,211777.77777777775,212705.03597122294,194918.90243902442,143633.40563991322,145432.8922495274,144266.66666666663,137558.90109890114,125853.93258426967,111527.04791344669,2,10,278,12933608.201352304
2570666.666666667,1398779.9999999998,0.0,775033.6134453781,670842.1052631579,349351.69491525425,323721.5189873418,280950.61728395056,247239.63133640558,257940.19933554818,217418.91089108898,214679.01234567896,216589.928057554,191628.53658536586,136527.11496746205,143971.64461247638,145111.1111111111,127644.61538461542,126370.78651685394,109715.6105100464,3,10,279,12620492.319988767
2417625.0,1350820.8333333335,0.0,774033.6134453781,638947.3684210526,339974.57627118647,314797.46835443034,259308.64197530868,285550.69124423957,257152.82392026577,221965.94059405927,217898.14814814815,212755.39568345324,190615.1219512195,133765.726681128,141644.61247637053,132770.37037037034,135087.25274725282,129073.03370786522,107778.9799072643,4,10,280,12299299.015899904
2301458.3333333335,1415837.499999999,0.0,782991.5966386554,647052.6315789473,332737.28813559323,277468.35443037975,250629.6296296296,279546.08294930874,252983.38870431896,209794.6534653464,204148.14814814815,202568.34532374094,180085.0000000001,135028.19956616047,141926.27599243858,133822.22222222222,125428.4615384616,120460.67415730329,106224.11128284386,5,10,281,12148979.981944777
2197250.0,1298094.1666666665,0.0,761210.0840336134,626157.894736842,325792.372881356,280822.7848101266,247024.69135802466,279511.52073732717,258249.1694352159,201523.86138613848,190941.35802469138,197776.9784172662,180150.85365853668,136479.39262472882,138275.99243856332,136629.62962962964,128394.06593406593,116831.46067415728,104401.85471406492,6,10,282,11788749.601761775
2442958.3333333335,1322696.6666666667,0.0,766865.5462184876,677421.052631579,334241.5254237289,313936.7088607595,257283.9506172839,246827.18894009214,259441.86046511628,200061.48514851474,199129.6296296296,201999.99999999994,175537.56097560984,140164.85900216922,145083.17580340258,137548.14814814818,130212.96703296708,123971.91011235962,105531.68469860898,0,10,283,12206377.801765762
2552125.0,1350875.8333333335,0.0,790806.7226890757,653263.1578947369,337855.9322033899,318886.0759493671,274765.43209876545,235064.5161290323,260491.6943521595,217723.06930693059,189509.25925925927,215525.1798561151,177434.02439024398,140947.93926247282,148313.79962192813,140881.48148148146,138681.31868131866,126039.32584269663,107307.57341576504,1,10,284,12464954.667679569
2467625.0,1327566.666666667,0.0,792462.1848739496,661000.0,300313.5593220339,310037.9746835443,265456.7901234568,237585.25345622117,264116.27906976745,210669.99999999988,209216.04938271604,205575.53956834524,193737.56097560975,142674.62039045553,136470.69943289226,142903.70370370365,137563.84615384613,122202.24719101122,107176.19783616693,2,10,285,12287070.037563857
2499583.3333333335,1353885.8333333337,0.0,812025.2100840338,690736.8421052631,297906.77966101695,336556.9620253165,282259.25925925927,240235.02304147463,255637.87375415285,220426.23762376225,214108.02469135803,206021.58273381295,192626.95121951224,134108.4598698482,133238.18525519848,140999.99999999997,133962.7472527472,128112.35955056193,105754.25038639875,3,10,286,12465505.171946097
2547750.0,1373802.5,0.0,789722.6890756302,669263.1578947367,327788.13559322036,325518.9873417722,262123.45679012348,240831.79723502314,252647.8405315615,225975.34653465336,215070.98765432095,203661.87050359717,186149.39024390245,136668.11279826457,140491.4933837429,138022.2222222222,135928.90109890111,128966.2921348315,103704.79134466771,4,10,287,12529363.217757337
2599375.0,1438941.6666666667,0.0,758201.6806722693,658263.1578947369,344055.08474576275,290253.16455696203,256222.22222222222,265822.5806451613,257109.63455149505,216347.7227722771,200947.53086419753,204640.2877697842,191829.8780487805,141830.8026030369,138406.42722117202,139874.07407407404,136041.4285714286,128061.797752809,101282.84389489953,5,10,288,12610633.288038542
2296958.333333333,1362300.0000000002,0.0,725831.9327731094,666526.3157894737,353622.8813559323,295443.0379746835,254111.1111111111,268193.54838709673,255431.8936877076,214443.6633663365,188864.19753086416,203611.5107913669,184798.4146341464,134973.96963123648,139075.61436672966,139229.6296296296,132712.41758241758,120685.39325842694,103644.51313755795,6,10,289,12071373.504880244
2445958.3333333335,1383441.6666666665,0.0,695529.4117647059,689368.4210526316,360203.3898305085,319772.15189873416,258308.64197530862,262827.18894009216,258229.2358803987,211479.9009900989,207444.44444444444,212870.50359712227,179366.09756097573,134713.66594360085,140499.05482041588,134140.7407407407,128075.05494505497,125696.62921348315,103961.3601236476,0,10,290,12198156.634363716
2411750.0,1359955.8333333333,0.0,641840.3361344539,655421.0526315789,364661.0169491525,320088.6075949366,251222.2222222222,259476.95852534557,257754.1528239203,210952.07920792067,208092.59259259258,223798.5611510791,178133.53658536595,129208.24295010846,140361.0586011342,132614.81481481483,127389.67032967032,126617.97752808988,103304.48222565689,1,10,291,12033003.095364546
2317874.9999999995,1266219.1666666667,0.0,642924.3697478992,623526.3157894737,356538.13559322036,281139.24050632905,253098.7654320988,235011.5207373272,255209.30232558138,202904.15841584146,205555.55555555556,213640.2877697841,172374.268292683,121902.38611713664,126017.01323251419,127044.4444444444,126821.75824175825,123679.77528089887,100058.73261205562,2,10,292,11577176.387823038
2178458.3333333335,1262536.6666666665,0.0,647831.9327731093,696263.1578947369,349851.69491525425,291430.37974683545,245074.07407407404,236092.16589861756,236747.50830564788,203965.74257425728,206052.46913580247,209215.82733812946,170745.73170731717,122321.04121475056,127693.76181474475,131281.48148148143,119841.97802197807,124471.91011235953,98783.61669242657,3,10,293,11451895.024463067
2149833.333333334,1263047.5,0.0,634773.1092436975,664105.2631578947,334063.5593220339,285696.20253164554,244753.0864197531,242502.30414746545,223813.95348837212,207177.7227722771,203274.6913580247,200561.15107913665,172445.24390243916,124885.03253796097,120886.57844990552,127511.1111111111,129200.32967032972,127280.89887640461,99401.85471406495,4,10,294,11317521.020762092
2238541.6666666665,1340008.333333333,0.0,663352.9411764706,691368.4210526316,342059.3220338983,293569.6202531646,252172.83950617287,220693.54838709673,225013.28903654485,205607.52475247512,196012.34567901233,196741.00719424454,174897.56097560984,130464.20824295012,131470.69943289232,134274.07407407404,134303.29670329674,122533.70786516853,99200.92735703249,5,10,295,11674681.925174063
2081333.3333333333,1314864.1666666667,0.0,656285.7142857143,627368.4210526315,344131.35593220335,280443.03797468357,250061.72839506165,201442.39631336406,226827.24252491695,198449.70297029687,192145.06172839503,200266.18705035967,177346.2195121952,125937.09327548802,125344.04536862003,135607.4074074074,126986.04395604394,117280.89887640446,98661.514683153,6,10,296,11276887.341992464
2172916.6666666665,1275244.1666666663,0.0,591512.6050420168,642473.6842105264,334101.69491525425,278784.8101265823,240444.4444444444,231034.56221198154,238561.46179401994,167266.7326732672,195444.44444444444,201517.98561151072,169462.0731707318,123969.63123644252,126663.51606805292,124807.4074074074,124391.31868131869,112595.50561797744,98666.15146831532,0,10,297,11143223.442909867
2106583.333333334,1289929.9999999998,0.0,591361.3445378151,626736.8421052633,316847.4576271187,282582.2784810126,238567.9012345679,229228.11059907838,227887.0431893688,205802.97029702953,207651.23456790124,200050.35971223016,168773.780487805,115451.19305856829,122115.31190926276,122859.25925925926,115915.82417582421,107174.15730337071,97508.50077279755,1,10,298,11046189.82965049
2113499.9999999995,1257782.5,0.0,620058.8235294118,636473.6842105263,333762.71186440677,284037.9746835443,244777.77777777775,243923.9631336406,231714.2857142857,205397.22772277214,215336.4197530864,195812.9496402877,165416.9512195123,118659.43600867677,126689.98109640834,125799.99999999996,118921.64835164836,113674.1573033707,99503.86398763525,2,10,299,11176695.563848369
2163416.6666666665,1227794.9999999995,0.0,618739.4957983193,596789.4736842104,305305.08474576275,290658.22784810123,240308.64197530868,239751.15207373275,224604.65116279072,206498.21782178196,203777.77777777778,199460.43165467627,161543.29268292693,116611.71366594361,125453.68620037806,118400.0,117382.52747252748,112808.98876404487,95718.70170015456,3,10,300,11044839.468634754
2153833.333333334,1199730.8333333333,0.0,621285.7142857143,575842.105263158,301817.7966101695,292721.5189873417,247777.7777777778,232958.52534562215,224681.06312292363,209569.00990098994,203268.5185185185,184726.61870503594,166703.17073170736,119550.97613882863,122843.10018903592,120155.55555555552,124266.26373626379,108758.42696629204,98313.75579598146,4,10,301,10958152.576340334
2119625.0000000005,1229532.4999999998,0.0,678386.5546218487,585526.3157894737,295381.3559322034,302506.32911392406,242481.48148148146,217387.09677419355,224940.19933554818,207833.56435643547,194021.6049382716,188100.71942446037,172105.8536585367,122867.67895878523,120128.54442344046,126614.8148148148,130948.90109890109,111741.5730337078,95965.99690880986,5,10,302,11085528.109299835
1999499.9999999998,1258319.1666666665,0.0,624478.9915966387,614157.8947368421,309436.44067796617,285569.6202531645,244259.25925925927,195278.80184331798,222209.3023255814,193858.71287128693,181947.5308641975,185949.64028776975,171850.48780487812,121049.89154013016,120661.62570888466,125177.7777777777,129720.65934065935,111151.68539325835,94136.01236476046,6,10,303,10845258.444048734
2045416.6666666667,1273314.9999999998,0.0,612487.3949579832,631105.2631578947,329080.5084745763,310278.48101265816,239950.61728395062,227854.83870967742,234684.38538205985,195692.67326732655,194638.88888888893,203805.75539568346,172556.46341463426,122019.52277657266,123003.78071833652,131259.2592592592,129940.6593406594,112516.8539325842,96377.12519319938,0,10,304,11107494.328762585
2033124.9999999995,1322482.5,0.0,602176.4705882353,623789.4736842106,335826.27118644066,316544.30379746837,237987.65432098767,219695.8525345622,238219.26910299,204385.5445544553,201188.27160493826,188453.23741007195,176940.60975609766,116370.9327548807,123521.73913043478,124259.25925925926,127492.41758241758,113252.808988764,94958.2689335394,1,11,305,11137862.354140146
2056500.0,1261310.8333333333,0.0,615689.0756302521,607736.8421052633,335347.4576271187,285265.8227848101,238543.2098765432,238294.93087557604,232833.88704318937,196585.04950495032,203401.23456790124,205086.33093525178,169829.63414634162,114212.58134490237,121389.41398865788,123096.29629629626,125329.12087912089,115595.50561797741,94959.8145285935,2,11,306,11060539.418320024
2015875.0000000005,1283157.4999999993,0.0,602067.2268907563,575315.7894736842,315118.64406779665,273949.36708860757,228913.5802469136,236036.866359447,224129.56810631233,199707.92079207904,203283.9506172839,179877.69784172662,168060.12195121957,113739.69631236444,122784.49905482041,119577.77777777778,125494.28571428572,111140.44943820217,95075.73415765069,3,11,307,10824352.017544776
1964916.6666666665,1249211.6666666665,0.0,607487.3949579832,551894.7368421053,306241.5254237288,271721.5189873418,228456.79012345674,228569.1244239632,215112.9568106312,202831.38613861369,205604.93827160491,180604.31654676257,164223.65853658548,118240.7809110629,117792.0604914934,117866.66666666658,126828.79120879117,106365.16853932578,96211.74652241118,4,11,308,10677714.543375595
1993458.333333333,1202679.1666666665,0.0,615806.7226890756,542105.2631578947,307423.72881355934,271999.99999999994,228111.1111111111,209023.04147465443,203219.26910299002,192808.51485148497,197401.2345679012,178705.03597122303,164247.80487804886,123331.88720173539,117058.6011342155,119666.66666666666,131766.1538461539,105696.62921348304,97981.45285935089,5,11,309,10716997.089885062
1895250.0,1136827.4999999998,0.0,582201.680672269,549526.3157894737,308805.08474576275,257392.40506329117,224654.32098765436,193663.59447004608,204843.85382059801,187711.98019801965,184925.9259259259,175381.2949640287,165656.95121951227,118442.51626898044,118024.57466918713,117074.07407407406,130277.80219780223,101325.84269662922,95780.5255023184,6,11,310,10328668.349926364
1866666.666666667,1114262.5,0.0,573621.8487394957,532157.8947368421,305762.71186440677,259810.1265822785,225296.2962962963,230624.42396313368,195205.9800664452,186597.32673267316,195157.4074074074,174762.58992805745,155287.1951219512,110937.09327548808,115400.75614366728,116540.74074074073,126730.00000000003,102994.38202247197,94428.1298299845,0,11,311,10190180.038597267
1917124.9999999998,1134806.6666666663,0.0,574336.1344537814,524789.4736842106,303250.00000000006,258835.44303797465,221691.35802469135,234919.35483870967,195046.51162790696,202843.06930693056,203361.11111111112,172251.79856115105,169958.65853658537,113514.09978308025,115429.11153119092,116296.29629629626,123196.15384615383,103713.48314606746,96557.95981452859,1,11,312,10371844.802969616
1946416.6666666667,1157064.1666666665,0.0,590747.8991596638,546052.6315789473,314728.81355932204,269721.5189873418,230580.24691358025,234311.05990783407,204265.780730897,193674.3564356434,211163.5802469136,181669.0647482014,179577.43902439042,114056.39913232102,116206.0491493384,119422.22222222218,127572.96703296706,110247.19101123586,97018.54714064916,2,11,313,10605940.182165723
1997041.6666666665,1160435.0,0.0,597630.2521008403,535263.1578947369,318000.0,281670.8860759493,235185.18518518514,232497.69585253453,210458.47176079734,194947.12871287114,207672.8395061728,184705.035971223,181721.58536585377,116340.56399132322,116795.84120982986,121896.29629629629,125439.67032967032,111859.55056179766,96921.1746522411,3,11,314,10706044.391600104
2027750.0,1243370.0,0.0,611243.6974789916,590421.0526315789,334495.76271186443,287860.75949367083,241259.25925925927,230716.58986175113,212910.29900332226,199289.20792079193,214848.76543209873,189309.3525179856,187271.21951219524,119086.76789587853,123527.41020793948,124555.55555555553,124739.45054945053,114494.38202247184,96757.34157650697,4,11,315,11045785.30975464
2051999.9999999998,1250189.166666667,0.0,628168.0672268908,563000.0,344957.6271186441,285873.417721519,236123.4567901234,218066.82027649772,211109.634551495,199129.50495049488,206222.22222222222,190820.14388489202,184494.024390244,125789.58785249456,124546.31379962193,130259.25925925924,134061.31868131875,113893.2584269662,96795.98145285933,5,11,316,11140622.394425698
1968541.6666666667,1252245.0,0.0,610680.6722689075,571157.894736842,337538.1355932204,282189.8734177214,232654.32098765436,202896.31336405536,214757.4750830565,196849.20792079193,196777.77777777772,183323.7410071942,165582.9268292684,121444.68546637741,122930.05671077502,125496.29629629626,127994.61538461542,112668.5393258426,96590.4173106646,6,11,317,10894122.972327065
1932875.0000000002,1203046.6666666667,0.0,596672.2689075631,528894.7368421053,299042.3728813559,276303.79746835446,247716.04938271604,246714.28571428574,207146.17940199337,194440.59405940576,207648.14814814812,179143.8848920863,164737.80487804883,115206.07375271148,119045.36862003781,120237.03703703696,124508.13186813188,108342.69662921337,92030.91190108191,0,11,318,10612293.31227137
1962791.6666666665,1192343.333333333,0.0,589218.4873949579,525526.3157894738,301067.7966101695,265594.93670886074,240592.59259259255,236119.8156682028,202013.2890365448,201201.1881188117,204833.33333333334,177669.06474820137,173164.75609756107,114125.81344902384,118086.95652173912,121325.9259259259,121385.16483516486,103606.74157303372,93564.14219474496,1,11,319,10563446.759188697
1988499.9999999998,1141126.6666666667,0.0,593025.2100840335,512263.1578947369,290504.23728813557,262721.5189873418,228037.03703703708,229080.64516129027,188428.57142857145,202554.9504950493,200376.54320987657,173805.75539568343,160431.7073170732,110995.66160520604,114862.00378071834,122074.07407407401,119820.10989010993,105606.74157303364,91514.68315301392,2,11,320,10421719.134001555
1945833.3333333333,1120140.8333333335,0.0,583806.7226890756,511736.84210526315,291868.6440677966,264835.44303797465,229938.27160493823,231891.7050691244,184867.10963455148,205981.2871287127,200962.96296296298,176690.64748201438,160411.8292682927,111412.14750542297,116725.89792060494,124325.92592592591,121524.94505494513,104146.06741573024,93420.40185471407,3,11,321,10344325.312671868
2027583.3333333335,1141627.4999999993,0.0,584882.3529411765,524000.00000000006,287970.3389830509,274518.9873417722,228395.06172839503,229654.37788018433,185687.7076411961,207913.66336633646,201891.975308642,183057.55395683448,152201.21951219515,112763.55748373103,117550.0945179584,120422.22222222219,120699.56043956049,106589.88764044936,93335.39412673883,4,11,322,10525045.923978604
2095291.6666666665,1287344.1666666663,0.0,601672.268907563,540052.6315789474,293453.38983050844,277531.6455696202,233913.58024691354,220679.7235023042,189770.76411960126,198514.05940594044,197003.0864197531,186043.16546762583,155400.48780487812,120221.25813449023,123083.17580340267,121666.66666666667,125530.87912087914,107516.85393258418,93970.63369397221,5,11,323,10905341.709673896
1966291.6666666667,1137071.6666666665,0.0,584386.5546218487,531842.1052631579,274796.61016949156,270329.11392405065,233740.74074074073,192850.2304147466,199249.16943521594,193468.71287128696,183126.5432098765,176215.8273381295,154587.9268292683,116605.2060737527,121712.66540642717,116762.96296296292,126396.26373626375,105556.1797752808,92340.03091190114,6,11,324,10402976.139589
1967999.9999999998,1117749.1666666667,0.0,574109.2436974789,516789.4736842105,279008.47457627126,269367.08860759495,245320.98765432095,231965.4377880184,202700.99667774083,192389.10891089094,197885.8024691358,176920.86330935248,148961.9512195122,108629.06724511931,115773.15689981091,115125.9259259259,125087.69230769236,103174.15730337086,91845.44049459044,0,11,325,10337015.850469619
1990708.3333333333,1058750.0000000005,0.0,591714.2857142857,515736.84210526315,281004.23728813557,272164.55696202524,239580.24691358022,233133.64055299535,205897.00996677746,196171.68316831673,204265.43209876542,179532.37410071943,148395.24390243905,111091.10629067243,120540.64272211722,113844.4444444444,119269.67032967036,102910.11235955056,90579.59814528596,1,11,326,10339890.773202607
1971708.3333333333,1119790.8333333328,0.0,599605.0420168068,515947.3684210527,284961.8644067797,264329.1139240506,243876.5432098765,233866.35944700462,201036.54485049838,188174.05940594044,198487.65432098764,175467.62589928054,148625.6097560976,111496.74620390455,116066.16257088848,114725.92592592591,121436.15384615386,102556.17977528097,91621.32921174655,2,11,327,10368875.15250141
1970958.3333333328,1122330.8333333333,0.0,585344.537815126,527263.1578947369,272529.6610169492,266518.9873417722,247913.5802469135,255896.31336405533,199940.19933554818,187888.61386138597,204493.82716049385,177625.89928057557,149653.29268292696,114362.25596529286,118826.08695652171,117229.62962962959,119702.85714285716,104848.31460674158,90612.05564142192,3,11,328,10419143.225080213
2030500.0,1136734.9999999998,0.0,586394.9579831933,532526.3157894737,271283.89830508473,274265.82278481015,242432.0987654321,264407.83410138247,216970.09966777408,193531.6831683167,206635.8024691358,177942.4460431655,153172.5609756098,117199.56616052061,119374.2911153119,117222.22222222223,113145.6043956044,106786.51685393257,95222.56568778981,4,11,329,10581298.876275387
2028708.333333333,1177139.1666666665,0.0,605134.4537815126,537263.1578947369,273716.10169491527,273088.6075949367,233469.13580246913,220168.202764977,215707.64119601328,205111.3861386137,197259.25925925924,177920.8633093525,155165.1219512196,125006.50759219089,120126.65406427221,118303.70370370366,119291.75824175826,107803.37078651672,96629.05718701701,5,11,330,10651986.076474993
1937291.6666666665,1112652.4999999998,0.0,572672.2689075631,529052.6315789474,266970.33898305084,263696.2025316456,229555.55555555553,189914.7465437788,208156.14617940199,189859.5049504949,183555.55555555556,176287.7697841726,152226.8292682928,120340.56399132319,120209.82986767485,116985.18518518517,117466.59340659341,105842.69662921347,94972.1792890263,6,11,331,10249558.990128364
1932541.6666666667,1066290.8333333333,0.0,572126.0504201681,523736.84210526315,267224.57627118647,267886.07594936714,235827.16049382713,232684.33179723503,197345.51495016617,189212.07920792067,191462.96296296298,175812.94964028776,143895.97560975613,113668.11279826466,114491.49338374293,115014.8148148148,105831.64835164839,103505.61797752812,91596.59969088102,0,11,332,10143496.16934555
1949583.3333333328,1047490.8333333331,0.0,583016.8067226891,529578.9473684211,260737.2881355932,263468.35443037975,225580.24691358025,229311.05990783413,200571.42857142858,195295.04950495038,197830.24691358025,177920.86330935248,143736.34146341466,115422.9934924078,115145.55765595462,114355.5555555555,109284.83516483518,103573.03370786515,91018.54714064913,1,11,333,10202086.726571819
1936708.333333333,1099766.6666666665,0.0,587949.5798319328,510105.26315789466,259161.01694915257,268582.2784810126,228802.46913580247,231066.8202764977,197405.31561461792,201598.01980198003,200756.17283950618,175201.4388489209,149022.6829268293,116399.13232104121,115468.80907372406,116992.59259259255,105678.02197802199,104241.57303370783,93669.24265842352,2,11,334,10278898.301827272
1929458.3333333335,1141473.3333333333,0.0,595050.4201680672,519263.1578947369,253283.89830508476,281405.0632911392,229506.1728395062,241154.37788018433,200966.77740863786,193565.54455445532,198864.19753086416,172575.5395683453,148908.7804878049,116125.81344902386,120965.97353497165,117837.03703703698,110153.4065934066,105764.04494382013,93565.6877897991,3,12,335,10461862.670384286
2021250.0000000002,1110375.8333333333,0.0,603411.7647058824,531578.9473684211,258360.16949152542,271468.35443037975,239370.37037037034,237880.1843317972,194554.81727574757,194780.69306930678,199753.0864197531,177647.48201438846,149383.04878048782,117006.50759219086,116429.11153119097,113014.81481481479,105678.021978022,105056.17977528083,92085.00772797529,4,12,336,10455123.30357712
1995625.0,1082955.8333333335,0.0,603420.1680672269,528684.2105263158,256406.77966101698,264962.0253164557,226506.1728395062,219824.8847926267,190292.35880398675,191559.40594059392,186049.38271604932,176654.6762589928,149371.34146341466,123572.66811279823,115852.55198487712,115199.99999999999,107074.06593406593,103056.17977528089,92273.57032457496,5,12,337,10393177.00184432
1952333.3333333337,1096963.3333333328,0.0,600109.243697479,534210.5263157896,257072.03389830512,267594.9367088607,229999.99999999997,208488.47926267283,189614.61794019936,190214.15841584143,176490.74074074076,170553.95683453238,144350.3658536586,121631.23644251624,117642.72211720228,118999.99999999997,107228.57142857143,101646.06741573034,91986.08964451314,6,12,338,10320068.80018082
1949833.3333333333,1111540.8333333333,0.0,614957.9831932774,543947.3684210526,264012.71186440677,265392.40506329114,234061.7283950617,236642.85714285713,194774.08637873753,196539.99999999983,193648.14814814812,176071.9424460431,146364.39024390248,116859.00216919738,118130.43478260869,117148.14814814809,116466.70329670327,104544.9438202247,94457.49613601237,0,12,339,10431718.05914655
1974875.0,1162264.1666666663,0.0,588319.3277310925,543052.6315789473,264377.11864406784,271974.68354430376,232938.2716049383,243571.42857142858,192704.3189368771,208425.84158415828,196592.59259259255,175661.87050359714,156260.00000000006,116761.38828633407,118219.28166351604,119666.66666666666,112969.45054945057,103640.44943820224,95497.68160741887,1,12,340,10519254.29019194
1921666.666666667,1090594.1666666665,0.0,587436.974789916,517000.00000000006,252974.57627118644,264822.7848101266,226938.27160493826,245476.95852534557,191478.40531561463,193413.5643564355,198311.72839506165,175230.2158273381,151418.17073170742,115062.9067245119,118020.79395085064,118844.44444444442,106932.3076923077,102106.7415730338,93242.65842349309,2,12,341,10273623.93780864
1999791.6666666663,1055480.8333333328,0.0,591915.9663865546,525368.4210526316,251546.61016949156,290063.2911392405,266604.9382716049,239135.9447004608,193508.30564784058,194077.52475247515,197895.06172839506,171309.35251798556,155218.65853658543,116321.04121475058,123623.81852551979,117918.51851851848,115388.79120879126,102662.92134831463,92961.36012364758,3,12,342,10495903.541399583
2021749.9999999998,1115827.4999999998,0.0,592436.974789916,511105.2631578948,251033.89830508473,281265.8227848101,278975.3086419753,244304.14746543785,190508.30564784055,194722.27722772266,203935.18518518514,172971.2230215827,179056.5853658536,118477.2234273319,115807.18336483931,115170.37037037036,105744.39560439564,103039.3258426967,93540.95826893355,4,12,343,10526224.29377428
2096875.0,1184260.8333333328,0.0,592537.8151260504,524736.8421052633,268292.37288135587,294291.1392405064,264666.66666666674,237048.38709677424,192478.40531561465,198702.37623762366,190558.64197530865,174395.68345323735,182395.97560975607,124644.25162689808,119024.57466918715,116977.77777777774,106722.74725274729,106241.57303370778,95017.00154559506,5,12,344,10826452.45351528
1983041.6666666665,1182779.1666666667,0.0,576336.1344537815,514894.73684210534,259652.54237288143,295012.6582278481,259691.35802469135,204057.60368663596,194561.46179401994,194395.24752475234,178771.6049382716,174201.43884892084,169455.85365853665,119926.24728850329,117453.68620037813,113948.14814814809,106535.9340659341,104634.83146067412,94029.36630602786,6,12,345,10488784.889555372
