platform_adi,kitle_fonlamasi_turu,kategori,fon_sekli,proje_sahibi_cinsiyet,kac_proje_destekledi,kac_projeye_abone,kac_projenin_sahibi,kac_proje_takiminda,konum,bolge,yil,gun_sayisi,tanitim_videosu,video_uzunlugu,gorsel_sayisi,sss,guncellemeler,yorumlar,destekci_sayisi,odul_sayisi,ekip_kisi_sayisi,web_sitesi,sosyal_medya,sm_sayisi,sm_takipci,etiket_sayisi,icerik_kelime_sayisi,hedef_miktari,basari_durumu
fongogo,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2015,60,var,66,7,0,0,0,1,5,1,yok,var,1,3,0,253,50000,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,mersin,akdeniz,2020,60,var,130,2,0,0,0,0,4,1,var,yok,0,0,1,350,16000,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,antalya,akdeniz,2015,60,yok,0,10,0,0,0,0,10,1,yok,var,2,2450,0,382,10250,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,kadın,0,0,1,0,ankara,iç anadolu,2019,60,yok,0,8,0,0,0,0,7,6,var,var,2,119,1,968,7000,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,kadın,0,0,1,0,ankara,iç anadolu,2020,60,var,51,0,2,0,0,0,6,1,var,var,3,209,0,162,3000,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,antalya,akdeniz,2019,30,var,78,3,0,0,0,0,5,1,yok,var,3,340,0,202,5845,başarısız
fongogo,ödül,kültür-sanat,hepsi kalsın,belirsiz,0,0,1,0,mersin,akdeniz,2019,65,var,42,2,0,0,0,0,3,1,yok,var,1,289,0,87,10000,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,kadın,0,0,1,0,istanbul,marmara,2017,30,var,112,2,0,0,0,0,3,1,yok,yok,0,0,5,310,5000,başarısız
fongogo,ödül,kültür-sanat,hepsi kalsın,erkek,0,0,1,0,eskişehir,iç anadolu,2020,30,var,181,1,1,1,0,2,3,1,yok,var,1,16335,5,186,150000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,35,var,95,8,4,2,77,976,5,2,yok,var,1,19200,0,148,55000,başarılı
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,78,var,81,1,0,0,0,332,9,1,yok,yok,0,0,4,412,75000,başarılı
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2015,60,var,72,36,0,0,0,65,7,3,var,yok,0,0,0,386,25000,başarılı
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,45,var,54,0,1,0,0,63,6,1,var,var,2,1411,2,609,25000,başarılı
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,30,var,255,16,0,4,0,109,9,2,var,var,3,1045,5,1183,23000,başarılı
fongogo,ödül,müzik,ya hep ya hiç,belirsiz,0,0,1,0,istanbul,marmara,2019,60,var,60,5,0,0,0,42,9,1,var,var,3,7159,1,146,20000,başarılı
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,antalya,akdeniz,2020,60,var,270,1,1,2,0,33,7,1,var,var,2,3324,5,189,15000,başarılı
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,21,var,247,0,0,0,0,21,9,4,var,var,1,752,0,123,5000,başarılı
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,60,var,67,2,0,1,0,6,6,1,yok,var,1,661,0,246,4500,başarılı
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,antalya,akdeniz,2020,60,var,147,2,0,0,0,0,6,1,yok,var,2,234,5,158,10000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,4,0,1,0,istanbul,marmara,2016,42,var,60,1,0,0,0,97,7,1,yok,yok,0,0,0,220,25000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,45,var,83,4,0,0,0,12,9,1,yok,var,3,1781,5,241,16000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2014,20,var,231,5,0,2,0,4,6,1,yok,var,2,825,0,472,1000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,2,0,eskişehir,iç anadolu,2019,60,var,41,8,0,0,0,6,4,1,yok,yok,0,0,5,183,4500,başarısız
fongogo,ödül,müzik,ya hep ya hiç,belirsiz,0,0,1,0,izmir,ege,2020,36,var,60,3,0,1,1,23,5,1,yok,yok,0,0,0,529,50000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,1,0,1,0,istanbul,marmara,2015,40,yok,0,10,0,0,0,12,4,1,yok,var,1,2086,0,153,10000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,kadın,0,0,1,1,belirsiz,belirsiz,2016,60,yok,0,1,0,0,0,4,6,1,yok,yok,0,0,0,120,40000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,izmir,ege,2019,30,yok,0,2,0,0,0,5,6,1,var,var,3,2826,4,524,5000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,40,yok,0,15,0,0,0,3,6,1,yok,var,2,15,3,370,30000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,1,belirsiz,belirsiz,2016,60,yok,0,1,0,0,0,2,6,1,yok,yok,0,0,0,120,15000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,1,belirsiz,belirsiz,2018,60,yok,0,1,0,0,0,3,6,1,yok,yok,0,0,0,120,20000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2015,60,yok,0,8,0,0,0,2,6,1,yok,yok,0,0,0,274,7000,başarısız
fongogo,ödül,müzik,hepsi kalsın,kadın,0,0,1,0,istanbul,marmara,2018,90,yok,0,6,0,0,0,3,7,2,var,var,3,1038,5,215,29900,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2019,45,yok,0,3,0,0,0,0,7,1,var,yok,0,0,0,314,15000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,60,yok,0,6,0,0,0,0,9,1,yok,var,1,15,3,215,50000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2019,40,var,314,1,0,0,0,0,7,1,yok,yok,0,0,0,405,5000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,1,belirsiz,belirsiz,2019,60,yok,0,0,0,0,0,0,4,1,yok,yok,0,0,0,63,2153,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,30,var,305,4,1,0,0,0,5,1,yok,var,1,2190,1,305,1000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,kocaeli,marmara,2020,60,var,167,1,1,0,0,0,5,1,yok,yok,0,0,1,191,4500,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,60,var,68,2,6,0,0,0,9,1,yok,yok,0,0,0,146,8000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,30,var,106,2,0,0,0,0,4,1,yok,var,1,850,5,512,2000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,çanakkale,marmara,2014,60,var,277,3,0,0,0,1,6,1,yok,var,1,79,0,220,24000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,artvin,karadeniz,2020,60,var,42,3,0,0,0,0,4,1,yok,var,3,167,4,315,35000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,60,yok,0,6,0,0,0,1,6,1,yok,var,3,187,5,161,10000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,60,var,238,4,1,0,0,0,5,1,yok,var,2,48,0,183,20000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,kadın,0,0,1,0,istanbul,marmara,2019,30,yok,0,4,0,0,0,0,6,1,yok,yok,0,0,0,204,2500,başarısız
fongogo,ödül,müzik,ya hep ya hiç,kadın,0,0,1,0,ankara,iç anadolu,2019,60,var,556,4,0,0,0,0,6,1,yok,var,1,1308,5,359,40000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,60,var,315,3,0,0,0,0,7,1,yok,yok,0,0,0,276,25000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,bursa,marmara,2019,60,yok,0,0,0,0,0,0,5,1,yok,yok,0,0,5,51,5000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,mersin,akdeniz,2019,58,var,51,1,0,0,0,0,7,1,var,var,2,1216,1,201,3000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,1,belirsiz,belirsiz,2019,60,yok,0,1,0,0,0,1,6,1,yok,yok,0,0,0,120,25000,başarısız
fongogo,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,60,var,110,3,0,0,0,0,6,1,yok,var,1,1361,5,197,20000,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,kadın,0,0,1,0,antalya,akdeniz,2019,30,var,107,0,0,3,0,181,7,3,yok,yok,0,0,0,334,70000,başarılı
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,erkek,0,0,6,0,ankara,iç anadolu,2019,56,var,60,2,0,5,0,313,6,3,yok,var,3,3600,0,1011,60000,başarılı
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,erkek,0,0,6,0,ankara,iç anadolu,2019,12,var,60,2,0,3,0,97,6,9,yok,var,2,3600,0,750,48000,başarılı
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,erkek,0,0,6,0,ankara,iç anadolu,2019,11,var,60,4,0,3,0,280,7,16,yok,var,2,3600,5,843,45000,başarılı
fongogo,ödül,sağlık-güzellik,hepsi kalsın,erkek,8,0,1,0,antalya,akdeniz,2018,64,var,72,7,0,1,0,131,5,1,yok,yok,0,0,0,781,40000,başarılı
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,belirsiz,0,0,1,0,adana,akdeniz,2019,60,var,60,13,0,0,0,199,9,1,var,var,3,100,0,150,25000,başarılı
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,erkek,0,0,6,0,ankara,iç anadolu,2019,25,yok,0,6,0,4,0,154,7,6,yok,yok,0,0,3,537,23000,başarılı
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,kadın,0,0,1,1,belirsiz,belirsiz,2017,60,var,60,8,1,1,1,40,6,3,var,var,3,450,4,413,20000,başarılı
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,erkek,0,0,1,0,muğla,ege,2020,9,var,57,3,0,1,0,89,4,2,yok,var,1,855,0,255,15000,başarılı
fongogo,ödül,sağlık-güzellik,hepsi kalsın,kadın,0,0,1,0,istanbul,marmara,2020,14,var,49,4,0,0,0,35,4,1,var,var,1,5298,0,128,10000,başarılı
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,kadın,2,0,1,0,istanbul,marmara,2018,40,var,80,2,0,0,0,48,9,2,yok,yok,0,0,0,189,5000,başarılı
fongogo,ödül,sağlık-güzellik,hepsi kalsın,erkek,0,0,1,0,ankara,iç anadolu,2020,14,var,37,4,0,0,0,27,4,1,yok,var,1,22300,0,132,10000,başarısız
fongogo,ödül,sağlık-güzellik,hepsi kalsın,erkek,1,0,1,0,antalya,akdeniz,2020,14,var,49,4,0,0,0,15,3,1,yok,var,1,9488,0,128,10000,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,erkek,0,0,6,0,ankara,iç anadolu,2019,6,yok,0,2,0,1,0,47,5,3,yok,var,1,3600,0,742,9500,başarısız
fongogo,ödül,sağlık-güzellik,hepsi kalsın,erkek,0,0,1,0,istanbul,marmara,2014,70,yok,0,21,0,0,0,36,5,2,var,var,2,54160,0,465,10000,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,kadın,0,0,1,0,mardin,güneydoğu,2018,42,var,72,5,0,0,0,16,9,3,yok,var,2,62,5,1343,9000,başarısız
fongogo,ödül,sağlık-güzellik,hepsi kalsın,kadın,0,0,1,0,istanbul,marmara,2019,78,var,248,2,0,0,0,19,5,1,var,var,2,70541,5,138,12900,başarısız
fongogo,ödül,sağlık-güzellik,hepsi kalsın,erkek,0,0,1,0,istanbul,marmara,2020,14,var,49,4,0,0,0,11,4,1,yok,var,1,4488,0,130,10000,başarısız
fongogo,ödül,sağlık-güzellik,hepsi kalsın,erkek,0,0,1,0,ankara,iç anadolu,2020,14,var,73,6,0,1,0,4,4,1,yok,var,2,197,0,141,10000,başarısız
fongogo,ödül,sağlık-güzellik,hepsi kalsın,erkek,0,0,1,0,istanbul,marmara,2020,14,var,49,4,0,0,0,6,3,1,yok,var,1,160,0,136,10000,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,belirsiz,0,0,1,0,düzce,karadeniz,2016,60,yok,0,7,0,0,0,2,3,1,yok,yok,0,0,0,335,1000,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,kadın,0,0,1,0,antalya,akdeniz,2019,40,yok,0,3,0,0,0,1,5,1,yok,var,2,469,5,244,1200,başarısız
fongogo,ödül,sağlık-güzellik,hepsi kalsın,kadın,0,0,1,0,konya,iç anadolu,2020,14,var,49,4,0,0,0,1,4,1,yok,var,1,17000,0,134,15000,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,kadın,0,0,1,0,istanbul,marmara,2020,10,yok,0,2,0,0,0,2,6,1,yok,var,1,2,5,280,8000,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,kadın,0,0,1,0,istanbul,marmara,2019,60,yok,0,2,0,0,0,4,9,1,yok,yok,0,0,2,79,10000,başarısız
fongogo,ödül,sağlık-güzellik,hepsi kalsın,erkek,0,0,1,0,antep,güneydoğu,2020,14,var,49,4,0,0,0,2,4,1,yok,var,1,23400,5,133,10000,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,erkek,0,0,1,0,antalya,akdeniz,2020,60,var,115,11,0,2,0,15,9,3,yok,yok,0,0,5,651,150000,başarısız
fongogo,ödül,sağlık-güzellik,hepsi kalsın,kadın,0,0,1,0,istanbul,marmara,2020,14,var,62,5,0,0,0,1,4,1,var,var,1,23500,0,128,10000,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,erkek,0,0,1,0,adana,akdeniz,2015,45,yok,0,1,0,0,0,0,6,2,yok,yok,0,0,0,297,1500,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,erkek,0,0,1,1,belirsiz,belirsiz,2020,60,yok,0,0,0,0,0,0,4,1,yok,yok,0,0,0,63,10000,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,erkek,0,0,1,0,mersin,akdeniz,2019,15,var,8,1,0,0,0,0,4,1,yok,yok,0,0,5,118,2000,başarısız
fongogo,ödül,sağlık-güzellik,hepsi kalsın,kadın,0,0,1,0,kocaeli,marmara,2020,14,var,73,6,0,0,0,0,4,1,yok,var,1,20900,0,128,10000,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2019,30,var,51,4,0,0,0,0,8,1,yok,yok,0,0,0,146,30000,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,74,var,98,5,0,1,0,2,6,1,yok,yok,0,0,0,390,100000,başarısız
fongogo,ödül,sağlık-güzellik,hepsi kalsın,kadın,0,0,1,0,ankara,iç anadolu,2020,14,var,49,4,0,0,0,0,4,1,yok,var,1,10100,0,127,10000,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,erkek,0,0,2,0,adana,akdeniz,2017,35,var,59,8,0,0,0,0,5,1,yok,yok,0,0,5,315,2150,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2020,60,var,211,2,1,0,0,0,4,1,yok,yok,0,0,5,290,125000,başarısız
fongogo,ödül,sağlık-güzellik,hepsi kalsın,kadın,0,0,1,0,istanbul,marmara,2020,30,var,49,2,0,0,0,0,3,1,var,var,1,9862,0,127,10000,başarısız
fongogo,ödül,sağlık-güzellik,ya hep ya hiç,kadın,0,0,1,0,kocaeli,marmara,2020,60,var,71,3,0,0,0,0,8,3,var,var,2,214,0,506,18000,başarısız
fongogo,ödül,spor,ya hep ya hiç,erkek,0,0,1,0,bursa,marmara,2019,30,var,60,8,0,0,0,210,9,1,var,var,3,37628,4,451,27000,başarılı
fongogo,ödül,spor,ya hep ya hiç,erkek,0,0,1,0,antalya,akdeniz,2020,46,var,163,3,0,0,0,51,6,1,var,var,2,11500,0,282,17460,başarılı
fongogo,ödül,spor,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2015,40,var,38,6,0,0,0,66,6,3,yok,yok,0,0,0,193,10000,başarılı
fongogo,ödül,spor,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2017,30,var,103,4,0,0,0,46,4,1,var,var,2,1830,5,348,6000,başarılı
fongogo,ödül,spor,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2015,60,var,60,10,0,0,0,9,6,1,yok,var,1,95,0,346,3650,başarılı
fongogo,ödül,spor,hepsi kalsın,belirsiz,0,0,1,0,izmir,ege,2019,17,var,26,2,0,0,0,0,4,1,yok,yok,0,0,0,168,1310,başarısız
fongogo,ödül,spor,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2016,30,var,35,13,0,0,0,10,8,1,yok,var,1,181,0,387,20000,başarısız
fongogo,ödül,spor,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,60,var,103,0,0,0,0,2,9,1,yok,var,1,1379,5,218,40000,başarısız
fongogo,ödül,spor,ya hep ya hiç,erkek,0,0,1,0,adana,akdeniz,2018,60,var,155,7,0,0,0,20,6,4,var,var,3,3013,1,421,250000,başarısız
fongogo,ödül,spor,ya hep ya hiç,kadın,0,0,1,0,izmir,ege,2020,60,var,13,2,0,0,0,1,7,1,var,var,1,4715,5,153,15000,başarısız
fongogo,ödül,spor,ya hep ya hiç,erkek,0,0,1,0,kocaeli,marmara,2019,16,var,42,6,0,0,0,2,9,1,yok,yok,0,0,5,178,7500,başarısız
fongogo,ödül,spor,ya hep ya hiç,erkek,0,0,2,0,izmir,ege,2018,50,var,104,6,0,0,0,0,9,1,var,var,1,1124,1,248,10500,başarısız
fongogo,ödül,spor,ya hep ya hiç,erkek,0,0,1,0,samsun,karadeniz,2018,60,yok,0,3,0,0,0,0,8,1,yok,var,1,1119,5,245,12500,başarısız
fongogo,ödül,spor,ya hep ya hiç,erkek,0,0,1,0,izmir,ege,2019,60,yok,0,3,0,0,0,0,6,1,yok,var,1,2295,0,63,1000,başarısız
fongogo,ödül,spor,ya hep ya hiç,kadın,0,0,1,0,istanbul,marmara,2015,30,var,123,6,0,0,0,3,11,2,var,var,2,7908,0,220,20000,başarısız
fongogo,ödül,spor,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,7,var,97,4,0,0,0,0,5,1,yok,yok,0,0,5,69,4000,başarısız
fongogo,ödül,spor,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2015,60,yok,0,6,0,0,0,0,6,1,yok,var,1,113,0,342,20000,başarısız
fongogo,ödül,spor,ya hep ya hiç,erkek,0,0,1,0,çanakkale,marmara,2019,60,var,90,5,0,0,0,0,6,3,var,var,2,4460,5,536,20000,başarısız
fongogo,ödül,moda,hepsi kalsın,erkek,0,0,1,0,izmir,ege,2019,109,var,104,27,0,3,0,76,7,3,var,var,1,1609,0,533,28000,başarılı
fongogo,ödül,moda,ya hep ya hiç,belirsiz,0,0,1,0,istanbul,marmara,2015,15,var,110,15,0,0,0,73,6,7,yok,var,2,512,0,314,10000,başarılı
fongogo,ödül,moda,ya hep ya hiç,kadın,0,0,1,1,belirsiz,belirsiz,2018,60,yok,0,1,0,0,0,5,6,1,yok,yok,0,0,0,120,30000,başarısız
fongogo,ödül,moda,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2014,60,yok,0,7,0,0,0,1,4,1,yok,yok,0,0,0,338,10000,başarısız
fongogo,ödül,moda,ya hep ya hiç,belirsiz,0,0,1,0,istanbul,marmara,2014,60,yok,0,5,0,0,0,1,3,1,var,var,2,3459,0,141,2000,başarısız
fongogo,ödül,moda,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2014,60,var,543,19,0,0,0,2,8,1,yok,yok,0,0,0,934,10000,başarısız
fongogo,ödül,moda,ya hep ya hiç,belirsiz,0,0,1,0,ankara,iç anadolu,2019,30,var,61,1,0,0,0,1,5,1,yok,yok,0,0,4,173,15000,başarısız
fongogo,ödül,moda,ya hep ya hiç,erkek,0,0,2,1,belirsiz,belirsiz,2017,60,yok,0,1,0,0,0,2,6,1,yok,yok,0,0,0,120,20000,başarısız
fongogo,ödül,moda,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2015,30,var,36,9,0,0,0,1,6,4,yok,var,1,1912,0,280,10000,başarısız
fongogo,ödül,moda,hepsi kalsın,kadın,0,0,1,0,bursa,marmara,2020,60,yok,0,2,0,0,0,1,8,1,yok,var,1,495,0,357,25000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,60,var,94,23,0,0,0,29,6,1,var,var,3,1061,5,859,30000,başarılı
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,4,0,ankara,iç anadolu,2018,60,var,60,31,0,2,0,54,7,1,var,var,3,10800,5,804,20000,başarılı
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,izmir,ege,2019,60,var,47,16,0,0,0,44,9,2,yok,var,2,6,5,576,14000,başarılı
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,3,0,1,0,istanbul,marmara,2020,45,var,194,12,0,1,0,35,8,4,var,var,1,28,5,422,3000,başarılı
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,antalya,akdeniz,2020,74,var,165,1,0,0,0,1,5,2,var,var,2,3048,5,291,40000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,belirsiz,0,0,2,0,çorum,karadeniz,2020,60,var,80,11,0,0,0,0,6,2,yok,var,4,218,0,261,15000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,nevşehir,iç anadolu,2020,60,var,105,1,0,0,0,0,6,1,yok,yok,0,0,0,259,35000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,denizli,ege,2020,60,var,125,8,0,0,0,0,6,1,yok,var,1,366,0,338,8000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,kadın,0,0,1,0,istanbul,marmara,2019,42,var,125,10,0,0,0,0,5,5,yok,var,2,74,5,667,10000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,40,var,88,2,0,0,0,8,6,3,var,var,4,567,1,332,3000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,60,var,100,3,0,0,0,6,6,2,yok,var,4,556,5,370,5000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,belirsiz,0,0,1,0,istanbul,marmara,2020,60,var,102,2,0,0,0,30,7,2,var,var,3,50,5,187,15000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,sakarya,marmara,2019,15,var,115,0,0,0,0,2,5,4,var,var,3,51,5,963,5000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,kadın,0,0,6,0,istanbul,marmara,2019,14,var,139,10,0,0,0,10,6,3,var,var,4,277,0,708,3000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,belirsiz,0,0,1,1,belirsiz,belirsiz,2017,60,yok,0,1,0,0,0,1,6,1,yok,yok,0,0,0,118,1000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,60,yok,0,14,0,0,0,8,7,2,yok,var,3,170,5,456,15000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2018,22,yok,0,1,0,0,0,4,7,4,var,var,1,17,5,322,5000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,kadın,0,0,1,0,istanbul,marmara,2019,33,yok,0,11,0,0,0,2,5,1,var,var,4,3851,5,666,2500,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,kadın,0,0,1,0,istanbul,marmara,2013,60,yok,0,11,0,0,0,2,4,1,var,var,1,77,0,231,3000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,2,0,istanbul,marmara,2014,60,yok,0,0,0,0,0,1,7,1,yok,yok,0,0,0,666,2000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,3,0,1,0,trabzon,karadeniz,2015,60,var,40,20,0,0,0,2,4,1,var,var,2,241,0,0,5000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,kastamonu,karadeniz,2014,30,yok,0,4,0,0,0,1,7,1,var,var,1,472,0,290,5000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,belirsiz,0,0,2,0,istanbul,marmara,2020,60,var,107,0,0,0,0,2,3,1,yok,var,3,32,1,589,3000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,antalya,akdeniz,2020,74,var,265,20,0,0,0,8,9,4,var,var,3,0,3,102,15000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2019,60,var,182,2,0,0,0,3,6,2,var,var,1,2606,4,377,40000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,bursa,marmara,2014,60,var,1118,4,0,0,0,3,6,1,var,var,2,443,0,300,5000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,kadın,0,0,2,0,istanbul,marmara,2016,30,var,75,26,0,0,0,4,8,1,yok,var,1,93,5,358,30000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,antalya,akdeniz,2020,74,yok,0,4,0,1,0,2,7,3,var,var,2,147,0,303,15000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,izmir,ege,2019,60,var,78,2,0,0,0,6,7,2,var,var,3,4,5,275,50000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,60,var,12,5,0,2,0,15,7,2,yok,var,1,39,5,708,15000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2014,60,yok,0,14,0,0,0,1,7,2,var,var,2,47,0,444,7500,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2020,60,var,26,3,0,0,0,1,5,1,yok,yok,0,0,0,295,15000,başarısız
